et%1:06:00:: , correct is target%1:09:00::
correct wsd for target.n.bnc.1447 target%1:10:00::
correct 6 | total 102
incorrect wsd for receiver.n.Finance.50 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.46 receiver%1:18:02::
correct 47 | total 431
incorrect wsd for receiver.n.bnc.544 | found receiver%1:06:00:: , correct is receiver%1:18:00::
incorrect wsd for receiver.n.Finance.51 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.47 receiver%1:18:02::
correct 48 | total 434
incorrect wsd for receiver.n.bnc.565 | found liquidator%1:18:00:: , correct is receiver%1:18:00::
incorrect wsd for receiver.n.Finance.52 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.48 receiver%1:18:02::
correct 49 | total 437
incorrect wsd for receiver.n.bnc.568 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.53 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.49 receiver%1:18:02::
correct 50 | total 440
incorrect wsd for receiver.n.bnc.574 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.54 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.50 receiver%1:18:02::
correct 51 | total 443
incorrect wsd for receiver.n.bnc.585 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.55 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.52 receiver%1:18:02::
correct 52 | total 446
incorrect wsd for receiver.n.bnc.587 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.56 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.53 receiver%1:18:02::
correct 53 | total 449
incorrect wsd for receiver.n.bnc.589 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.57 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.54 receiver%1:18:02::
correct 54 | total 452
incorrect wsd for receiver.n.bnc.606 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.58 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.55 receiver%1:18:02::
correct 55 | total 455
incorrect wsd for receiver.n.bnc.636 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.59 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.56 receiver%1:18:02::
correct 56 | total 458
incorrect wsd for receiver.n.bnc.655 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.60 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.57 receiver%1:18:02::
correct 57 | total 461
incorrect wsd for receiver.n.bnc.664 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.61 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.58 receiver%1:18:02::
correct 58 | total 464
incorrect wsd for receiver.n.bnc.701 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.62 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.59 receiver%1:18:02::
correct 59 | total 467
incorrect wsd for receiver.n.bnc.706 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.63 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.60 receiver%1:18:02::
correct 60 | total 470
incorrect wsd for receiver.n.bnc.751 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.64 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.61 receiver%1:18:02::
correct 61 | total 473
incorrect wsd for receiver.n.bnc.761 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.65 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.62 receiver%1:18:02::
correct 62 | total 476
incorrect wsd for receiver.n.bnc.765 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.66 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.63 receiver%1:18:02::
correct 63 | total 479
incorrect wsd for receiver.n.bnc.773 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.67 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Sports.64 | found not found , correct is receiver%1:18:02::
incorrect wsd for receiver.n.bnc.780 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.68 | found receiver%1:18:02:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Sports.65 | found not found , correct is receiver%1:18:02::
incorrect wsd for receiver.n.bnc.786 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.69 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Sports.66 | found liquidator%1:18:00:: , correct is receiver%1:06:00::
incorrect wsd for receiver.n.bnc.798 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.70 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.67 receiver%1:18:02::
correct 64 | total 491
incorrect wsd for receiver.n.bnc.837 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.71 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.68 receiver%1:18:02::
correct 65 | total 494
incorrect wsd for receiver.n.bnc.853 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.72 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.69 receiver%1:18:02::
correct 66 | total 497
incorrect wsd for receiver.n.bnc.858 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.73 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.70 receiver%1:18:02::
correct 67 | total 500
incorrect wsd for receiver.n.bnc.859 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.74 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.71 receiver%1:18:02::
correct 68 | total 503
incorrect wsd for receiver.n.bnc.875 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.75 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.72 receiver%1:18:02::
correct 69 | total 506
incorrect wsd for receiver.n.bnc.896 | found receiver%1:18:02:: , correct is receiver%1:06:00::
incorrect wsd for receiver.n.Finance.76 | found receiver%1:18:02:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.74 receiver%1:18:02::
correct 70 | total 509
correct wsd for receiver.n.bnc.909 receiver%1:06:00::
correct 71 | total 510
incorrect wsd for receiver.n.Finance.77 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Sports.75 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.bnc.910 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.78 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.76 receiver%1:18:02::
correct 72 | total 515
incorrect wsd for receiver.n.bnc.912 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.79 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Sports.77 | found not found , correct is receiver%1:18:02::
incorrect wsd for receiver.n.bnc.919 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.80 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.78 receiver%1:18:02::
correct 73 | total 521
incorrect wsd for receiver.n.bnc.927 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.81 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.79 receiver%1:18:02::
correct 74 | total 524
incorrect wsd for receiver.n.bnc.928 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.82 | found receiver%1:18:02:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Sports.80 | found not found , correct is receiver%1:18:02::
incorrect wsd for receiver.n.bnc.940 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.83 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.81 receiver%1:18:02::
correct 75 | total 530
incorrect wsd for receiver.n.bnc.942 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.84 | found receiver%1:18:02:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.82 receiver%1:18:02::
correct 76 | total 533
incorrect wsd for receiver.n.bnc.946 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.85 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.83 receiver%1:18:02::
correct 77 | total 536
incorrect wsd for receiver.n.bnc.953 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Finance.87 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.85 receiver%1:18:02::
correct 78 | total 539
incorrect wsd for receiver.n.bnc.985 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.88 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.86 receiver%1:18:02::
correct 79 | total 542
correct wsd for receiver.n.bnc.1002 receiver%1:06:00::
correct 80 | total 543
incorrect wsd for receiver.n.Finance.89 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.88 receiver%1:18:02::
correct 81 | total 545
incorrect wsd for receiver.n.bnc.1027 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.90 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.89 receiver%1:18:02::
correct 82 | total 548
incorrect wsd for receiver.n.bnc.1042 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.91 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.90 receiver%1:18:02::
correct 83 | total 551
incorrect wsd for receiver.n.bnc.1047 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.92 | found liquidator%1:18:00:: , correct is receiver%1:18:00::
incorrect wsd for receiver.n.Sports.91 | found not found , correct is receiver%1:18:02::
incorrect wsd for receiver.n.bnc.1048 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.93 | found liquidator%1:18:00:: , correct is receiver%1:18:00::
incorrect wsd for receiver.n.Sports.92 | found not found , correct is receiver%1:18:01::
incorrect wsd for receiver.n.bnc.1061 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.94 | found not found , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.93 receiver%1:18:02::
correct 84 | total 560
incorrect wsd for receiver.n.bnc.1062 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.95 | found not found , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.94 receiver%1:18:02::
correct 85 | total 563
incorrect wsd for receiver.n.bnc.1063 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.96 | found not found , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.95 receiver%1:18:02::
correct 86 | total 566
correct wsd for receiver.n.bnc.1069 receiver%1:06:00::
correct 87 | total 567
incorrect wsd for receiver.n.Finance.97 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.96 receiver%1:18:02::
correct 88 | total 569
incorrect wsd for receiver.n.bnc.1076 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.98 | found not found , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.97 receiver%1:18:02::
correct 89 | total 572
incorrect wsd for receiver.n.bnc.1094 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.99 | found not found , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.98 receiver%1:18:02::
correct 90 | total 575
incorrect wsd for receiver.n.bnc.1100 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.100 | found not found , correct is receiver%1:18:01::
correct wsd for receiver.n.Sports.99 receiver%1:18:02::
correct 91 | total 578
incorrect wsd for receiver.n.bnc.1103 | found not found , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Finance.101 | found not found , correct is receiver%1:06:00::
incorrect wsd for receiver.n.Sports.102 | found not found , correct is receiver%1:18:02::
incorrect wsd for receiver.n.bnc.1108 | found receiver%1:18:02:: , correct is receiver%1:06:00::
incorrect wsd for receiver.n.Finance.102 | found not found , correct is unlisted-sense
correct wsd for receiver.n.Sports.103 receiver%1:18:02::
correct 92 | total 584
incorrect wsd for receiver.n.bnc.1109 | found receiver%1:18:02:: , correct is receiver%1:06:00::
incorrect wsd for receiver.n.Finance.103 | found not found , correct is receiver%1:18:01::
incorrect wsd for receiver.n.Sports.104 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.bnc.1123 | found liquidator%1:18:00:: , correct is receiver%1:18:00::
incorrect wsd for receiver.n.Sports.105 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for receiver.n.bnc.1127 | found receiver%1:18:02:: , correct is receiver%1:18:00::
incorrect wsd for receiver.n.Sports.106 | found not found , correct is receiver%1:18:02::
incorrect wsd for receiver.n.bnc.1136 | found receiver%1:18:02:: , correct is receiver%1:06:01::
incorrect wsd for receiver.n.Sports.107 | found liquidator%1:18:00:: , correct is receiver%1:18:01::
incorrect wsd for top.n.bnc.65 | found top%2:35:02:: , correct is top%1:15:01::
incorrect wsd for top.n.Finance.7 | found acme%1:26:00:: , correct is top%1:26:00::
